name,line
Light,This woman. If she had spoken to the police before I met her... But it seems there's a god on my side after all. And not just a god of death.
,Opening Theme
,Title card
,"Cut in: Teito Hotel, L's suit. He stands scratching himself in front of the confused task force. Many gasps, ""hmms"", and ""huhs""."
L,[monotone] I am L.
Soichiro,[thinking]] This is him?
Matsuda,Hmm. He's nothing like he thought I'd be.
,"Aizawa, Mogi, and Ukita all share looks and continue to make small noises of surprise"
Soichiro,"Hmm. [pulls out badge] I'm Yagami, of the NPA."
,The other task force members show their badges as they each introduce themselves
Matsuda,"Uh, Matsuda."
Aizawa,I'm Aizawa.
Mogi,Mogi.
Ukita,Ukita.
Soichiro,"I'm very sorry we're late. Currently, the five of us are—"
,L makes a finger gun and points it at the task force
L,Bang!
Task force,Huh?
Matsuda,Uh?
Aizawa,What the hell was that?
L,"Hmm... If I were Kira, you'd be dead Mr. Soichiro Yagami for the NPA."
,The task force members gasp
L,"Kira needs a face and a name in order to commit murder. But I'm sure you've already figured that much out, haven't you? Please, do not give out your names so carelessly. Instead, let's value our lives."
Matsuda,"I knew that he needed a face to kill someone, but I don't remember any evidence that showed that he needed a name, too."
Soichiro,"There's no way to verify if this is related, but criminals whose names were never released publicly or whose names were spelled incorrectly in the media have not been targeted. We briefly went over it at one of our meetings."
L,That's enough small talk for now. Come this way.
Matsuda,"Oh, uh, right."
L,"Please turn off all your cell phones, handhelds, and any other communication devices, and leave them on the table right there."
Aizawa,"What, do you think we're going to be using our cellphones during this meeting to leak information?"
Soichiro,It's alright. Just do as he says.
Matsuda,"[as they all place their cellphones on the table] I realize he's been cautious from the very beginning, but I still can't tell if he trusts us or not."
,The task force enter the room L has gone to as he speaks. Matsuda gasps. 
L,"[taking a seat] No, I just find them distracting. I can't stand it when people's cellphones are ringing while I'm trying to talk. Let me start by saying nobody takes notes on anything that's said in these meetings. That means when we leave headquarters, any information we need is committed to memory. Please, make yourselves comfortable."
Soichiro,Huh. Right.
,"L looks over the task force members as they all take a seat. Fade forward. L pours himself a cup of tea and takes a sip. He swallows, a dissatisfied look on his face and ""hmms"", then begins scooping a bunch of sugar cubes into his drink."
Matsuda,"Excuse me, L?"
Woman,"Mmm, and from now on I'll have to ask that you stop calling me ""L"". It's ""Ryuzaki"" now, just to be safe."
Matsuda,"Uh, okay, Ryuzaki. If we know that he needs a name and a face to kill, couldn't we cut down on the number of victims by keeping criminals names from the news?"
Ryuzaki,"If we do that, we'll only be putting the general public at risk."
Ukita,The general public?
Aizawa,Why?
,L stops stirring his tea and looks up at them
Ryuzaki,"Kira is childish, and he hates losing."
Matsuda,But how do you...
Soichiro,Just what do you mean?
Ryuzaki,"Well, I'm also childish and I hate to lose. That's how I know. [sips tea]"
Soichiro,"Ryuzaki, would you mind being a little more specific for us."
Ryuzaki,"Mnn, early on in the investigation, I tried to provoke Kira with that broadcast."
,Fade back to the broadcast with Lind L. Tailor as L talks
Ryuzaki,"[V.O.] Up until then, Kira would only go after criminals. But as we all witnessed, he didn't hesitate to kill my stand-in."
,Flashbacks of prisoners dying
Ryuzaki,"[V.O.] Also, as soon as I said we knew he was in the Kanto region, in defiance, he made sure his next victims came from within Japan, as if to say, ""'n' what're you gonna do about it?"""
,Fade from black back to present. L takes a sip of his tea.
Ryuzaki,"Mmm. He's met each of my challenges head-on, and he's never missed an opportunity to return the favor. Now what do you think would happen if we tried to use media restrictions to hide criminals from someone like that?"
Matsuda,I guess...
Ryuzaki,"Hmm. ""If you choose to withhold the names of your worst criminals, I'll kill petty criminals or the innocent. I'm holding the whole world hostage, so who's it gonna be? I'm not the evil one here, but all those who oppose me by hiding criminals? You are truly evil."" [sighs] That's exactly how Kira thinks. In any case, let's look at another way we can use the media to draw him out."
Aizawa,But how?
Ryuzaki,"How about something like this? ""Death of FBI agents infuriates the U.S. Latest killings anger the international policing community. Nations agree to send fifteen hundred investigators to Japan."""
Aizawa,Ah...
Ryuzaki,"For Kira, this will be way beyond what he faced with the FBI. He'll see everyone as a potential threat. Psychologically, he'll start to feel cornered, and that will cause him to take some kind of drastic action."
,The task force make noises of realization and understanding
Ukita,That's interesting.
Aizawa,"So he'll think there are fifteen hundred, when there are really only seven of us. And since none of these investigators exist, Kira won't be able to kill them."
Ukita,It just might work.
Ryuzaki,"Well, before we celebrate, I'll tell you the rest of my thoughts on the Kira case."
,The task force make grunts of agreement and nod
Ryuzaki,Kira works alone. He had access to all our classified information.
Aizawa,What evidence do you have that he's working alone?
Soichiro,"Hold on, Aizawa. Let's listen to his entire theory before asking questions."
Ryuzaki,"We know he needs a name and a face to kill. And to some extent he can control a victim's time of death and their actions before dying. We already know that much. Please keep that in mind [uncaps marker] and listen carefully to what I have to say next. [begins to write] On December fourteenth, twelve FBI investigators enter Japan. Here we are on December nineteenth. Using prison inmates, Kira conducts experiments manipulating his victims' actions before they die. In other words, during this window of only five days, Kira became aware of the FBI's presence and obviously felt threatened. Because he didn't know any of their names or faces, he was at a disadvantage. He needed to know how much control he had over his victims before he could use it against the twelve agents. And as we all know, on December twenty-seventh."
,Fade to: Light Yagami in his bedroom
Light,"[thinking] I got a hold of a file which contained all the names and faces of the FBI investigators in Japan, and I succeeded in killing each one of them. It's practically impossible to guess which agent gave the file to Kira, but [brief flashback of interaction with Raye Penber] I have to make sure no one ever finds out that I came into contact with Raye Penber. [writes 12/10 BUS in notebook]"
,"Ryuk walks over, apple in hand"
Ryuk,Huh? How come you're not using the Death Note today? You studying for those entrance exams? [eats apple]
Light,"Those are the least of my worries. Plus, it's a little late to start now."
Ryuk,Oh? Whatcha doing?
,Light has mapped out timeline of events in his notebook
Light,December nineteenth to December twenty-seventh. I've been most active during this period.
,Cut back to: Ryuzaki. He has created a similar timeline on the table
Ryuzaki,"During this period, to the best of our knowledge, at least twenty-three individuals died of heart attacks. But these victims were different from Kira's previous targets. They were all alleged criminals, ex-convicts, or suspects in on-going investigations, so legally speaking, they were innocent."
Soichiro,That's true.
,A slow version of L's theme begins to play
Ryuzaki,"What this indicates, is that Kira had to manipulate these lesser criminals in order to kill those FBI agents. He killed that many people so we'd be unable to kill the decoys from those who were actually used. In truth, he probably only needed a few. He waited eight days so the FBI could investigate other suspects, which meant there'd be no timeline linking him to their deaths. I suspect Kira had to be one of the people being investigated by the FBI between the fourteenth and the nineteenth of December. In fact, I have no doubt. [scribbles out the line he drew between the fourteenth and nineteenth]"
,"The task force gasp in realization. Ryuzaki picks up a pile of documents, then places it on the table."
Ryuzaki,"These are files provided by the FBI, and they contain additional information you might find useful. For obvious reasons, you're not permitted to take these out of this room, but— [he gasps as he's interrupted]"
Matsuda,"Amazing! There might only be five of us, but with this much information, we should be able to cover a lot of ground."
Aizawa,"We'll split into two teams. One team traces the FBI agents, the other looks at the heart attack victims"
Matsuda,"There weren't that many people who had access to information from headquarters, and of those the FBI only investigated a small group in the first five days"
Aizawa,Yeah. Yeah!
Ryuzaki,So. Does anyone have any questions?
Task force,Huh?
Soichiro,"Actually, Ryuzaki, I do have one question for you. And it pertains to what you said to us earlier about how you hate to lose. Does that fact that you've shown us your face mean that you've lost? By just being here, are you admitting defeat to Kira?"
Ryuzaki,"That's right. By showing my face to you know and by sacrificing the lives of twelve FBI agents, I have lost the battle. But I'm not gonna lose the war. This is the first time I've ever put my life on the line. I want to show Kira that we're all willing to risk our lives, if that what it takes, [chuckles and smiles] and that justice will prevail no matter what."
Mogi,"Hey, yeah, that's right!"
Matsuda,I like the sound of that.
Ukita,We can do this!
Aizawa,"Alright, then. Let's do this, Ryuzaki!"
Soichiro,"[thinking] Well, I had my doubts about whether it was really him at first, but there's no mistaking it. This man is L."
Ryuzaki,"Before we go any further, I have to be absolutely sure that none of you are Kira, so I'll need to speak with each of you individually before you leave today."
,"Aizawa scoffs, Soichiro ""hmms"""
Aizawa,What's the deal? He still doesn't trust us?
Soichiro,"No, I think it's a fair request. Try and see it from his perspective. Kira's been getting information from our headquarters from the very beginning, so there's a good chance he's one of us."
Matsuda,He's right. Working on this case has given us a chance to see him in person.
Aizawa,[in realization] He's risking his life to be here.
Ryuzaki,[staring out window][thinking] Things are going well. Just one clue—a single decisive factor's all I need.
,"Cut to Light still writing in his notebook. He circles ""bus""."
Light,[thinking] Just one oversight. A single piece of evidence is all it would take. It could cost me my life.
,Split-screen of Ryuzaki and Light
Ryuzaki and Light,Just one thing.
,"Transition to the Woman—Raye Penber's fiancée—alone at night on a bridge, staring into the distance"
,"Eyecatch out — ""If the human uses the note, a god of death usually appears in front of him/her within 39 days after he/she uses the note."""
,"Eyecatch in — ""Gods of death, the original owners of the DEATH NOTE, do not do, in principle, anything which will help or prevent the deaths in the note."""
,Cut to: Yagami household. Cut inside to Light lying on his bed.
Ryuk,You already finished studying?
Light,"I guess. [thinking] I'll be fine. I haven't missed anything. The biggest risk I've taken so far was that busjacking incident. But they'll never be able to connect it with Kira. Fortunately for me, both the police and L don't know that Kira can kill people by means other than a heart attack. However, if anyone were to discover that, I'd be in a lot of trouble."
,Cut to living room. Sayu Yagami is on the couch.
Sayu,Whaaaaaat? Does it have to be now?
Sachiko,"[holding out bag of clothes] Your father's been pulling overnighters with now change of clothes, so you're going to bring these to him."
Light,"But Mooooom, I totally promised my friends that I'd go out with them today."
Light,[having walked into the living room] Why don't I go? I could use a break.
Sayu,"Thanks, Light. I owe you one next time! [eats chips and chuckles]"
,Cut to Light's room
Ryuk,So I guess this will give you a chance to spy on the police.
Light,"I won't go further than the reception desk. [he opens his trap drawer and retrieves the Death Note, then rips out a page and folds it]"
Ryuk,"Ooooh, you're bringing a page. Planning to kill someone?"
Light,"No, but lately I've been bringing a page with me every time I go out, just in case."
,Cut to: the Woman standing in a subway car
Woman,"[thinking] That day. Raye said that he was planning to go to Shinjuku. That same day, four people died of heart attacks in the Shinjuku area, and there was the bus jacking."
,"Shot of her holding a news clipping with an image of Kiichiro Osoreda and the caption ""BUS-JACKER DIES AFTER BEING HIT BY CAR"". Transition, she exits the subway station."
Woman,[thinking] There's no way it was a coincidence.
,Fade in from white. The Woman standing outside of NPA building.
Woman,[thinking] That's it! Kira can kill in other ways. It doesn't have to be a heart attack.
,Fade in from white: Light walking down the street on his cell phone
Voice mail,The mobile customer you are trying to reach is currently unavailable. For voicemail—
Light,That's unusual for Dad. [hangs up] I wonder if he's in a meeting right now.
,"Light enters the NPA building with Ryuk hovering behind him. The Woman is at the front desk, trying to get help."
Woman,"Please, I need to speak directly with someone from the special investigation task force. It's urgent."
Receptionist 1,"I'm sorry ma'am, but I can't help you. As I've told you already, there is no one at task force headquarters right now."
Woman,[sighs]
Light,[thinking] There's no one at headquarters? Dad's cell is turned off. What's going on?
Woman,Can't you contact them somehow? I have information relating to the Kira investigation.
Light,[thinking] The Kira investigation? [approaches]
Receptionist 1,"Look, I'll call headquarters one more time for you. [picks up phone] One moment."
Light,"[approaching desk with bag] Hi, I'm Detective Soichiro Yagami's son, Light Yagami. I brought my father a change of clothes, but it doesn't look like he's in. Can I leave them here?"
Receptionist 2,"Sure. Hey, I haven't seen you in a while, Light."
Light,"Oh, I'm sorry, uh..."
Receptionist 2,"What, you don't remember? You helped solve the insurance fraud murder investigation. Sometime last year. But hey, no one remembers the receptionist, do they?"
Light,"Oh, I'm sorry, I'm terrible with faces. I just need to sign my name on this form, right?"
Receptionist 2,"So Light, does this mean you're gonna be helping us with the Kira investigation, too?"
Light,"Sure! If all goes well, maybe I'll find Kira before L does."
Woman,[looks up at Light][thinking] Find him before L does?
Receptionist 2,"[hangs up phone] As I thought, there's no one at headquarters. You're going to have to trust me on this, ma'am. I'll be sure to give them your message as soon as I see them. I promise."
Woman,That's not good enough. I have to tell them in person!
Light,Excuse me?
,"They all look over at Light. Receptionist 1 ""huhs""."
Light,"My father is actually in charge of the Kira investigation. If you'd like, I could pass your message onto him. His cellphone is off at the moment, but I should be able to contact him soon. A number of FBI agents were just killed, and a lot of detectives have quit the case because they're afraid of Kira, so he's pretty busy right now"
Receptionist 2,"Uh, Light, it's probably better if you don't discuss this with."
Light,"True, but it's practically common knowledge at this point. Besides, I feel like I can trust her. You can almost see it in her eyes. She's a wise and careful person. You heard about what happened, and you must have figured out that the police had a leak of some kind. And that's why you wanted to tell them in person. You thought this through. Well, am I right?"
Woman,[gasps]
,"Cut forward to Light and the Woman walking down the street together, Ryuk hovering behind them"
Light,"I'm sure my father will call me once he checks his messages. When he does, I'll give you the phone and let you talk to him."
Woman,[they stop] You're sure that's alright?
Light,"Oh yeah. You understand why I can't just give you my father's cell phone number, but I have no problem letting you use my phone to talk to him. You'll have to trust my father and I, which I hope won't be too difficult for you. [laughs]"
Ryuk,[thinking] Why is he so happy?
Woman,[bows] Thank you so much.
Ryuk,"[laughs] She walked right into that one, didn't she?"
,Fade forward
Light,"I've gotta say, you must be pretty brave to be getting involved in the Kira case like this."
Woman,"Oh, not really."
Light,"So according to you, is Kira some [clears throat]. Um, we've been talking, and I just realized I don't even know your name. My name is Light Yagami. ""Light""'s written with the character for ""moon"" and ""Yagami"" for the characters ""night"" and ""god"". [chuckles] Kinda weird, huh?"
Shoko,"My name's Shoko Maki. It's written with the characters for ""shining"". ""Ko"" as in ""child"" space and ""ki"" as in ""tree""."
Light,"Miss Maki, right?"
,Ryuk laughs
Light,"Miss Maki, I've been thinking about Kira's powers, and I believe they somehow enable him to control his victims before they die."
Shoko,"So do I! It's odd that you say that, because that's exactly what I've been thinking. Kira's able to control their actions before he kills them, but there's more to it. If my analysis so far is correct, Kira can kill in a number of ways, not just with a heart attack."
Light,[thinking] She knows? Who is this woman?
Shoko,"I don't think anyone else knows this yet. But if the police are willing to consider it, I bet it could help them catch Kira."
Light,"You know, that possibility never even crossed my mind. So what you're saying is, any time Kira wants one of his murders to go undetected, he wouldn't use a heart attack."
Shoko,Right. I'm almost positive someone I know may have met Kira.
Light,"Met Kira? [laughs] I'm sorry, but if a person came in saying they met Kira, the police would be more than a little skeptical, to say the least."
Shoko,"[dejectedly] I know. That's why I need to explain it in person to someone at task force headquarters. Otherwise, I'm afraid they'd just write me off"
Light,But wouldn't it be better if your friend spoke to them instead?
Shoko,"He probably would, but he's no longer alive. He was one of the twelve FBI agents who came to Japan to investigate Kira."
Light,[gasps][thinking] An FBI agent. Who met Kira. Could it be?
Shoko,"[echoing] You see, he was also my fiancé. While he was working, he got caught up in a bus-jacking, and I have reason to believe that he met Kira on that bus."
Light,[thinking] Raye Penber. [stops walking]
Shoko,[stops and turns around] Is something wrong?
Light,Nothing. I'm sorry to hear that he passed away. [they continue walking] So what makes you think he met Kira on that bus.
Shoko,"Because eight days after that bus was hijacked, he died, along with the other FBI investigators. The same man had attempted to rob a bank two days before he hijacked that bus, then he dies in an accident? Just like that? [chuckles] I mean, really, what are the odds? I've come to believe that Kira set up that bus-jacking. It was planned to bring him in contact with my fiancé, in order to obtain information on the identities of the other FBI agents, so he could get rid of them all. Anyway, what stands out to me is that the hijacker died in an accident. In other words, it suggests that heart attacks aren't the only way Kira can kill people. [stops at light]"
Light,"Okay, so the busjacker didn't die of a heart attack, and based on that, you're saying Kira has other ways of killing people?"
Shoko,Yes.
Light,"Don't take this the wrong way, but I think that's a bit of a leap of faith."
Shoko,"There's no other way of looking at it. If Kira was controlling the hijacker, chances are, he killed him, too."
Light,I still don't see it.
Shoko,"I've been wondering about that bus-jacking ever since my fiancé first told me about it. After he calmed down, I asked him for details. He didn't mention any names or anything like that, but he told me one thing."
Light,What did he say?
Shoko,That he'd been put in a situation where he had to show his FBI ID to someone.
Light,Hmm...
Shoko,The operation was undertaken secretly without the NPA's knowledge. He wasn't allowed to show his ID. I think whoever saw his ID that day is responsible for the deaths of all the agents.
Ryuk,[thinking] Unbelievable. She figured it out! This must be the oversight Light was worried about.
Light,"I understand. You're the only one who knows any of this, and you want nothing more than to avenge your fiancé by bringing Kria to justice, right? And now you're convinced that Kira can kill without using a heart attack?"
Shoko,Yes.
Light,"There's no doubt in my mind your deductive skills are excellent, but you can't deny that you have a personal interest in the case. Still, your theory is worth looking into. That's for sure. Your testimony could be central to the case."
Shoko,It could.
Light,"If what you're telling me is true, then it'll only be a matter of time before the police catch up with Kira. The person your fiancé showed his ID to on the bus that day, it had to be Kira."
Shoko,[nods] That's right.
,Everything plays in slow motion as they cross the street
Light,That was close. This woman. If she'd spoken to the police before I met her... But it seems there's a god on my side after all. And not just a god of death.
,TO BE CONTINUED
,Ending credits
,Next episode preview
Light,"I have to admit, I'd really love to see how she dies, but I can't be caught following her around. Go on. Hurry to your death."
,
,Opening Theme
,Title card
,"Cut to: brief shot of two buildings, then Light Yagami and Shoko Maki walking down the street together"
Light,"[thinking] Regardless of how she came to the conclusion, the fact remains this woman knows the truth. If she gives this information to the police, it won't take them long to figure out that Kira is actually me. I have no choice but to eliminate her."
Shoko,Something wrong?
Light,"[stops] Oh, it's nothing. But the more I think about it, the more your theory makes sense to me. We can't waste any time. We need to start investigating it right away."
Shoko,What? Really? Do you mean that?
Light,Yes. So have you told anyone else about this?
Shoko,No. You're the first person I've told.
Ryuk,"[chuckles] You're lucky, but how can you get rid of her? It's not like you can do it here."
Light,"[thinking] Well, you have a gift for stating the obvious, Ryuk. [reaches into pocket and pulls out paper from the Death Note and a pencil]"
Ryuk,"Oh, aren't you bold."
Light,Let's get started. Could you please tell me the date and time of the bus-jacking incident?
Shoko,"It was December twentieth, in front of Asagao Hill, at 11:02 A.M., bound for Space Land."
Light,"[writing] December twentieth, and they were on their way to Space Land."
Shoko,Yes.
,"Shot of the paper. Light has written ""Thinks of the best way to commit suicide that won't bother others and will make it so her body isn't discovered. Thinks of nothing but suicide, carries out her plan, and dies within 48 hours."" Ryuk laughs."
Light,"[thinking] This way, no one will find her body. And even if they do, they'll just assume that the death of her fiancé drove her to commit suicide."
Ryuk,[laughs]
Light,"[thinking] Hmm? What's so funny, Ryuk?"
,Ryuk continues to laugh maniacally
,Cut to: exterior of Teito Hotel
Ryuzaki,"I apologize for questioning you all like that, but I am afraid I had no other choice."
,Cut inside to Ryuzaki and task force sitting around a table
Ryuzaki,[cont'd] I've determined that Kira is not among us.
,The task force members all sigh in relief
Soichiro,"Ryuzaki, how can you be certain that we're all innocent?"
Ryuzaki,"Well, to be honest, from the beginning I set a number of traps that would reveal if any of you was Kira. But after speaking with you one-on-one, I don't feel the need."
,"""Huhs"" and sighs of relief from the task force Ryuzaki's cellphone rings"
Ryuzaki,Excuse me. [picks up phone]
Matsuda,[thinking] Unbelievable. He tells us to turn off our cellphones.
Ryuzaki,[on phone] Understood. I'm just about finished here anyway. You got the key so let yourself in. [hangs up] Watari is on his way.
,The task force members gasp
,Cut to: Light and Shoko 
Light,"[putting paper and pencil in his pocket] So that's everything. I'd like to report this incident to my father, if it's okay with you, that is."
Shoko,"Well, if it's all the same, I think I'd like to report it myself. And after talking to you, I've decided that it would be best to do it as soon as possible. [turns and starts walking]"
Light,"[following] Uh, that makes sense. [thinking] Just ten seconds until 1:15. I have to admit, I'd really love to see how she dies, but I can't be caught following her around. [closeup of his watch ticking in the background] Go on. Hurry to your death."
,"The clock strikes its final number, but nothing happens. They continue to walk as it ticks in the background"
Shoko,Kira will definitely be caught. Don't you think?
Light,"[eyes widening] Huh? ...Hmm [checks watch; ticking stops][thinking] What's going on? It should have happened already. This doesn't make sense. I don't understand why she's not leaving. I've had no problems making people kill themselves in the past. All I had to do is write the word ""suicide"". The criminals I tested it on all hung themselves exactly when I specified. My experiments indicate that in a situation like this, I should be able to control a person's actions. So what's wrong?"
Ryuk,[laughs maniacally]
Light,"[thinking] Ryuk... He laughed just like that when I was writing in the Death Note. And that's not all. I remember thinking how it was bizarre how he laughed when I asked for her name. In fact, he's reacted the same way every time her name comes up. An alias!"
,Transition to: Teito Hotel. Watari stands in front of the task force. They gasp. He takes off his hat.
Watari,"Gentlemen, it's an honor to meet all of you."
,Quiet gasps from the task force]
Aizawa,This person is Watari?
Matsuda,"Um, what about your usual outfit?"
Watari,"If I dressed like that, I'd be announcing to the world that I am ""Watari"". That's all it takes to give away the location of our headquarters and Ryuzaki."
Matsuda,Oh. I see.
Watari,"Ordinarily, I would never show my face to any of you. The fact that I'm here is proof that you've won Ryuzaki's trust."
Matsuda,"[rubbing the back of his head] Now that you mention it, I do feel honored. [laughs nervously]"
Watari,"[holding forth a silver briefcase] Well then, I've brought those items you requested. It's all here."
Ryuzaki,Could you please pass them out to everyone?
Watari,"Yes. [opens briefcase to reveal new police IDs] Gentlemen, these are your new police IDs."
,"Task force ""uhs"" and ""huhs"" in confusion"
Aizawa,But what for?
,"Cut back to: Light and ""Shoko Maki"" walking down the street"
Light,"[thinking] She used an alias. That has to be it! Ryuk knew all along. He could see her real name with his eyes. That's why he wouldn't stop laughing. I should've known. She's been overly cautious from the beginning. I see. It makes a lot of sense. She believes that Raye died because he showed his ID to Kira. So of course she'd be careful not to reveal her own identity. Oh, this isn't good. It's gonna be almost impossible to ask for her real name knowing she gave me an alias the first time. If I'm too persistent, she'll get suspicious. What am I saying? It looks suspicious that I even knew she was using an alias."
Shoko,[stops and turns to look at Light] I should probably be getting back soon.
Light,Hmm?
Shoko,Someone from the task force might be back there by now.
Light,"Oh, yeah, you could be right. Let's cross our fingers and hope someone's there."
Shoko,"Yeah. [""walks off""]"
Light,"[""thinking""] Dammit! I'm running out of options here. [""quietly growls and starts to follow Maki again""] I have to stop this before it's too late. Oh no. What if my father calls back now? I already promised her that I'd let her talk to him if he did. If this phone rings, it's all over for me. What am I gonna ""do""? [""pause""] This is crazy. All I have to do is turn my cellphone off. [""phone beeps off""] Problem solved. Now, calm down. You know what needs to be done. Just find out her real name. Her purse. Her pockets. She's gotta have a driver's license or some kind of personal identification on her somewhere. She's a woman after all. I suppose if I ""had"" to, I could use force. No... no, the last thing I want to do is make a scene in public. I've gotta get her somewhere isolated. But where? And what explanation could I give her? Ah, it would never work, she's too careful. I need a better approach. I can do this. I'm going to convince her to give me her real name."
,"""Ryuk laughs. He hovers behind Light and his eyes glow red."""
Ryuk,"Hey, Light. You know, that deal I mentioned is still open. It's just like putting on contact lenses. Completely painless."
Light,"[""thinking""] Would I be giving to give up half my life, just so I could learn this woman's real name? ...No. I ""wouldn't"". In fact, it's not even worth considering. Now quit wasting my time! Just shut your mouth, Shinigami."
Shoko,"[""stops and turns""] Excuse me."
Light,"[""stops""] Yes?"
Shoko,"Uh, do you still have business at the police station, then? I'd like to go there by myself, if you don't mind."
Light,"[""pauses""] Yeah, no problem."
,"Fade in from black to: task force in L's suite staring at their new badges. Brief closeup of Soichiro's, with the fake name ""Asashi Siyuurou"" written on it."""
Soichiro,Our names and ranks are false.
Matsuda,Why did you give us fake IDs?
Ryuzaki,"As you know, Kira requires a name and a face to kill. [""sips tea""] We will confront him with that premise in mind. And I think it should be obvious why."
Ukita,"Yes, but of all people, the police shouldn't use fake IDs."
Soichiro,"Enough. What choice do we really have, given the capabilities of our enemy? As long as you're working on this case, I think we're going to need all the protection one can get. It would be foolish not to use them."
Matsuda,"Yeah, you've got a good point."
Aizawa,[nods] Uh-huh.
Ryuzaki,"Remember, anytime you're in a situation where you have to give out your name to a stranger, make sure to use the name from your fake ID. Undestood?"
,Nods and grunts of confirmation
Matsuda,Right.
Ryuzaki,And be careful not to take them out while in the presence of other police officers. I'm sure I don't need to tell you that could cause problems for us.
,Nods and grunts of confirmation
Aizawa,I understand.
Watari,"[opening another silver briefcase on a table filled with belts] Very well, then. I'd like to request that you wear these at all times."
Matsuda,"Uh, belts?"
Watari,Each one has a transmitter in the buckle. This will allow Ryuzaki to monitor your whereabouts. And when you press the buckle twice like this...
,"He presses the buckle of the belt in his hand, and his cellphone begins to ring. He fishes for it in his pocket."
Watari,"[cont'd] ...my cell phone will ring, displaying your name. [hangs up cell phone] And I'll call you back immediately, but you won't see my number displayed. In the morning, all of you will go to the police station as usual. Then, later on in the day, we'll use this method, we'll use this method to confirm the name of Ryuzaki's hotel and his room number. Please use this for emergencies as well"
Matsuda,"[smiling and fiddling with his belt] No way, this is totally cool! I feel like some kind of secret agent going after Kira!"
Soichiro,"Quiet, Matsuda! This is not the time to be fooling around. Knock it off!"
Matsuda,"[dejectedly] Yes, sir."
,Cut to: Shoko and Light
Shoko,"Thank you so much for everything you've done, Light. After talking to you, I feel much more confident about my theory."
Light,Not at all
,Shoko nods and begins to walk away
Light,"[thinking] Considering that Ryuk mentioned that eye deal again, there's no doubt in my mind that she used an alias. At this rate, once she goes to the police with her theory about Kira being on that bus, and they look at all the people Raye Penber was investigating, it won't take them long to zero in on me."
Ryuk,"[chuckles] Hey, she's leaving. So now what?"
Light,"[thinking] I've got about five minutes before that woman gets to police headquarters. Think. I need her real name, and I don't have much time to spare."
,"Eyecatch out — ""A god of death has no obligation to completely explain how to use the note or rules which apply to the human who owns it."""
,"Eyecatch in — A god of death can extend his life by putting human names on the note, but humans cannot."""
,"Fade in from black: Light following ""Shoko Maki"""
Light,"[thinking] If this woman makes it to the police station and someone from the task force has returned by then, it'll all be over for me. I've gotta find out a real name and eliminate her quickly. Only three minutes left until she reaches the station. Alright. [walks faster to catch up]"
Ryuk,Oh? Whatcha doin'?
Light,Excuse me.
Shoko,Yes?
,"""Kuroi Light"" begins to play"
Light,There's something that I should probably tell you.
Shoko,Okay.
Light,"The thing is, it'll be impossible for you to contact anyone from the task force directly."
Shoko,Huh?
Light,"[thinking] That's right. Keep the conversation going. I just need to find something she can latch onto, and I've got her. Once she's comfortable, then I can get her real name. I can do this."
Shoko,[annoyed] I can't contact anyone? But why not?
Light,Didn't you find it odd there was no one at task force headquarters?
Shoko,"Uh, yeah, I did find it a bit strange, but I didn't..."
Light,Let me explain: the task force has been organized so that its members can't be identified and nobody on the outside knows who's in charge
Shoko,Mmm...
Light,"If the members names were ever made public or the structure of the task force was revealed, we'd likely see another tragedy along the lines of the one that claimed your fiance's life."
Shoko,I see.
Light,"That's why you were told earlier that no one was at task force headquarters. What I'm trying to say is, you'll never be able to talk to someone directly from the task force, because the police simply won't allow it."
Ryuk,[chuckles] That's pretty clever. I'm impressed.
Shoko,"If this is supposed to be a secret, then how do you know so much?"
,"""Kuroi Light"" comes to a halt. Silence."
Light,Very well. You leave me no choice. It's because I'm actually a member of the task force.
Ryuk,Huh?
Shoko,"I'm sorry. You're telling me that you're an agent. Yes. L is currently in charge of the task force, and he's leading our investigation."
Shoko,"Yes. To be honest, I already suspected that."
Light,"He was concerned that the task force had become to small. Many detectives had quit, fearing for their lives, and so despite the fact that I'm a high school student, he brought me on board to help out with the investigation. After all, I've helped them solve cases in the past."
Shoko,"So L trusts you, then."
Light,"I can go to task force headquarters whenever it suits me, and I'm allowed to investigate freely as I see fit. You see, these days the task force is made up of a chosen few. An elite group of people handpicked for the job by L. All are highly skill, well respected, and above all, trustworthy."
Shoko,[gasps]
Ryuk,[laughs]
Shoko,"[pauses] Thanks for explaining, but just to be safe, I'd like to visit the task force headquarters again."
Light,Huh?
Shoko,Goodbye. [walks away]
Light,"Uh, please, wait a second! [runs to catch up] It's like I just told you. They won't let you talk to anyone."
Shoko,"I know, but I was hoping I could speak with L directly."
Light,[lets out small breath]
,Cut to: Ryuzaki's suite
Ryuzaki,"Oh, and come to think of it, who's at the police station right now?"
Soichiro,"Actually, no one's there at the moment."
Ryuzaki,That's not good news. We need someone there at all times. Work in shifts if you have to.
Soichiro,"I understand. Aizawa, I'll put you in charge of that for today."
Aizawaw,"[standing up] Yes, sir. I'm on my way. Won't take me long."
,"Cut to: Light and ""Shoko Maki"""
Light,"[urgently] Miss Maki, please, wait a second! It's literally impossible to meet L. This is pointless!"
,Light gets in front of Shoko. The two face each other.
Shoko,You may be right. But I think that there's a chance that he'll meet with me.
Light,Huh?
Shoko,"Although the only contact I've had with him is following orders through a computer, he might remember who I am. You see, I worked under him in a case in the U.S. about two years ago."
